RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value
NC_000913.3	4457714	4457793	-	NC_000913.3	3350665	3350697	+	128	45	291888	4760527	46.3912684926334	3.2446169837673903e-111
NC_000913.3	196342	196497	+	NC_000913.3	1622817	1622863	-	173	286	193065	4859064	15.22401278311464	7.046230826488926e-113
NC_000913.3	753402	753900	-	NC_000913.3	1409154	1409250	+	341	1042	113712	4937493	14.209763664989804	1.5998350317563017e-231
NC_000913.3	779002	779078	+	NC_000913.3	1977207	1977259	-	127	1153	16837	5034471	32.93544572903779	3.305082416308814e-131
NC_000913.3	1757382	1757400	+	NC_000913.3	686703	686788	-	127	4693	21601	5026167	6.296746714646599	2.6591851568519057e-49
NC_000913.3	2071340	2071499	+	NC_000913.3	2942721	2942902	+	209	187	440932	4611260	11.688335563013318	1.2060233261341066e-104
NC_000913.3	2354103	2354385	+	NC_000913.3	4106350	4106387	+	214	2286	56537	4993551	8.268262899120206	3.2009506764483464e-106
NC_000913.3	2942801	2943015	+	NC_000913.3	2003009	2003100	-	129	81488	1835	4969136	4.286875451747362	1.406168263387816e-32
NC_000913.3	3890201	3890399	+	NC_000913.3	2976101	2976358	-	404	3453	30712	5018019	19.116526757144484	0.0
NC_000913.3	4018801	4019182	+	NC_000913.3	2167138	2167201	+	243	996	459766	4591583	2.436534261876222	1.1966801750309005e-22
NC_000913.3	816903	817057	+	NC_000913.3	2814825	2814879	+	142	389	33538	5018519	54.62320207397019	3.1233164956546387e-171
NC_000913.3	1147403	1147486	+	NC_000913.3	2942728	2942898	+	202	286	398123	4653977	8.256429958419043	3.4696530997748438e-84
NC_000913.3	1150901	1151098	+	NC_000913.3	507237	507288	+	202	582	826043	4225761	1.7755408154970989	0.00015222267309911492
NC_000913.3	1931926	1931966	+	NC_000913.3	2167163	2167200	+	126	23	456239	4596200	55.18858012729217	3.388142054541333e-99
NC_000913.3	2434801	2435000	-	NC_000913.3	2942819	2942902	+	276	1079	391934	4659299	3.040851968073363	1.1689434524341428e-41
NC_000913.3	2942693	2942798	+	NC_000913.3	2243850	2243999	+	228	142066	169	4910125	46.628402650089214	6.606647548200986e-233
NC_000913.3	3239634	3239899	+	NC_000913.3	3707602	3707783	-	163	64852	6717	4980856	1.8637723661652128	1.0292759556450079e-05
NC_000913.3	202110	202197	+	NC_000913.3	1770456	1770478	+	125	708	10049	5041706	88.5791331515124	7.183589817430004e-180
NC_000913.3	774116	774376	+	NC_000913.3	1622817	1622873	-	217	1402	193021	4857948	3.8954714047692813	3.222061330432755e-49
NC_000913.3	1408779	1409200	+	NC_000913.3	753326	753794	-	187	36303	777	5015321	33.2488636416411	4.6133894712005094e-192
NC_000913.3	3798627	3798989	-	NC_000913.3	1405657	1405712	-	169	1015	85969	4965435	9.61692188620861	1.2834317746074919e-90
NC_000913.3	223640	223691	+	NC_000913.3	1141009	1141064	+	124	2199	147692	4902573	1.8718177155593039	0.006073995718948218
NC_000913.3	2822906	2822998	-	NC_000913.3	2167154	2167200	+	124	92	456241	4596131	13.577879368293436	5.528621921312787e-64
NC_000913.3	4366803	4366999	-	NC_000913.3	2942807	2942902	+	280	2013	391930	4658365	1.6532527852757752	1.4834627021585458e-06
NC_000913.3	4425810	4425944	+	NC_000913.3	1405657	1405726	-	165	2469	85973	4963981	3.8586099801120133	3.31683258730839e-37
NC_000913.3	686632	686700	-	NC_000913.3	1622817	1622856	-	123	319	193115	4859031	9.70170555543877	4.725691921999832e-61
NC_000913.3	780553	780600	+	NC_000913.3	4218904	4218964	+	123	9915	26896	5015654	2.3134081768200434	5.255441649936002e-09
NC_000913.3	1140507	1140899	+	NC_000913.3	1405657	1405700	-	346	9890	83093	4959259	2.0880079999048906	2.1111178782643508e-26
NC_000913.3	1278501	1278600	+	NC_000913.3	2167139	2167200	+	123	611	456242	4595612	2.0277387174382024	9.293103261562734e-05
NC_000913.3	1622855	1622915	-	NC_000913.3	922503	922594	-	191	32820	361	5019216	80.91396334577423	7.151413303714759e-259
NC_000913.3	1642120	1642300	+	NC_000913.3	3350671	3350698	+	151	171	291865	4760401	14.402648324452656	1.594648239886868e-89
NC_000913.3	2248823	2249083	-	NC_000913.3	507240	507288	+	198	75	826047	4226268	13.506916095573255	1.5404152983311666e-86
NC_000913.3	2942695	2942902	+	NC_000913.3	2968503	2968699	-	473	223341	612	4828162	16.70794726596011	0.0
NC_000913.3	3350576	3350660	+	NC_000913.3	3452117	3452394	-	207	73963	2701	4975717	5.155691402241741	1.1586497519768831e-67
NC_000913.3	1179601	1179795	+	NC_000913.3	2942802	2942902	+	161	270	392049	4660108	7.08790263650906	2.590200812567565e-59
NC_000913.3	1266301	1266346	+	NC_000913.3	3350662	3350698	+	122	18	291894	4760554	110.54004916548854	1.1428993468506354e-122
NC_000913.3	1735706	1735797	+	NC_000913.3	2167140	2167201	+	123	419	459886	4592160	2.931284091085892	5.207001063074336e-14
NC_000913.3	1972228	1972598	-	NC_000913.3	4106214	4106388	+	343	7906	56588	4987751	3.8239986435120334	7.888221022292499e-83
NC_000913.3	3261957	3262011	-	NC_000913.3	3350676	3350698	+	142	34	291874	4760538	68.11928072105248	8.884389415140335e-134
NC_000913.3	3448509	3448600	-	NC_000913.3	4218831	4218964	+	136	520	28166	5023766	46.648726506043836	4.134499677626647e-157
NC_000913.3	3753457	3753504	+	NC_000913.3	3350669	3350697	+	130	18	291886	4760554	117.79180532430088	4.1102397486691715e-132
NC_000913.3	4161516	4161695	+	NC_000913.3	2167148	2167201	+	146	490	459863	4592089	2.9753537244699366	3.475511658072714e-18
NC_000913.3	1434205	1434285	-	NC_000913.3	2167159	2167200	+	121	402	456244	4595821	3.0319724888851263	1.0465949689767763e-14
NC_000913.3	2110921	2111000	-	NC_000913.3	1141004	1141064	+	121	1982	147695	4902790	2.0265588440792617	0.00010319539613307879
NC_000913.3	2175701	2175798	-	NC_000913.3	1409206	1409249	+	121	1242	103217	4948008	4.670280178446806	5.89779222651836e-33
NC_000913.3	2543792	2543899	-	NC_000913.3	3350678	3350698	+	145	619	291871	4759953	3.820226137369681	4.3386463810677835e-29
NC_000913.3	3447804	3448266	-	NC_000913.3	1649139	1649440	+	187	4714	5430	5042257	36.836399666836215	4.651261020282372e-206
NC_000913.3	3554001	3554091	+	NC_000913.3	3350667	3350698	+	121	321	291895	4760251	6.147287642747394	3.2315648543410803e-40
NC_000913.3	3888410	3888900	+	NC_000913.3	3889701	3890200	+	1003	78582	8439	4964564	7.508755826543194	0.0
NC_000913.3	4056541	4056656	-	NC_000913.3	2976102	2976165	-	153	15007	19571	5017857	2.6139833192894497	2.3754270066062006e-17
NC_000913.3	1848793	1849093	+	NC_000913.3	2167154	2167201	+	147	110	459862	4592469	13.345761495246993	4.2759326762549136e-76
NC_000913.3	2867501	2867586	-	NC_000913.3	1649405	1649440	+	120	3065	5258	5044145	37.55932232837773	1.2882284734014047e-131
NC_000913.3	3917201	3917598	-	NC_000913.3	2167141	2167203	+	278	1000	459731	4591579	2.7765344560188456	4.8027600780329426e-35
NC_000913.3	4425602	4425997	+	NC_000913.3	1977207	1977434	-	263	5354	16965	5030006	14.564380642164574	1.7262251651949137e-191
NC_000913.3	2942701	2942858	+	NC_000913.3	1787001	1787080	-	160	157907	219	4894302	22.644631038678828	1.4923398521059758e-126
NC_000913.3	4027215	4027283	+	NC_000913.3	4056426	4056600	-	159	86	20403	5031940	455.97401886863423	2.7403524971249114e-306
NC_000913.3	4076628	4076763	+	NC_000913.3	2167149	2167200	+	151	150	456214	4596073	10.141542097933572	4.870017947684247e-68
NC_000913.3	4115707	4115973	-	NC_000913.3	3845731	3845945	-	184	3091	36514	5012799	8.172213378108568	9.81415209311627e-91
NC_000913.3	4175366	4175436	+	NC_000913.3	3845732	3845763	-	144	2911	35931	5013602	6.902411346240262	5.141224614291053e-61
NC_000913.3	2924215	2924498	-	NC_000913.3	4106346	4106387	+	237	2044	56514	4993793	10.245707270498134	8.651378644674619e-137
NC_000913.3	3201304	3201388	+	NC_000913.3	3350667	3350698	+	118	53	291898	4760519	36.31025686537957	3.789613836515829e-96
NC_000913.3	3453301	3453386	-	NC_000913.3	2755402	2755440	+	118	8349	615	5043506	115.90574753609556	9.965547142548664e-183
NC_000913.3	3891006	3891481	+	NC_000913.3	3889907	3890399	+	450	9603	8589	5033946	27.46448973605982	0.0
NC_000913.3	3937113	3937200	+	NC_000913.3	1409160	1409250	+	129	681	113924	4937854	8.210424617261651	9.123549691782369e-60
NC_000913.3	180108	180177	+	NC_000913.3	3350663	3350698	+	117	21	291899	4760551	90.86385995547384	2.383941934350278e-114
NC_000913.3	639001	639298	+	NC_000913.3	2001777	2001931	-	156	677	44406	5007349	25.983768411670187	1.136434106506564e-143
NC_000913.3	779301	779495	+	NC_000913.3	2942732	2942903	+	262	859	440879	4610588	3.18966468566192	3.628841395609822e-42
NC_000913.3	947203	947293	+	NC_000913.3	507239	507288	+	117	118	826128	4226225	5.072348999063468	4.360116317183776e-25
NC_000913.3	1279805	1279879	+	NC_000913.3	2942804	2942902	+	150	702	392060	4659676	2.539553295304966	1.1828193251951033e-13
NC_000913.3	1281910	1282093	+	NC_000913.3	3350660	3350698	+	173	659	291843	4759913	4.281642695440364	2.3408165808541723e-41
NC_000913.3	2003519	2003677	-	NC_000913.3	4180901	4180997	+	142	47127	4706	5000613	3.2017680953991174	1.1544809851803675e-23
NC_000913.3	2551904	2552168	-	NC_000913.3	507236	507288	+	222	414	826023	4225929	2.7433592885007045	8.804890747418515e-23
NC_000913.3	3431004	3431499	-	NC_000913.3	1409150	1409250	+	362	685	113691	4937850	22.95248993189184	7.123400313718458e-305
NC_000913.3	3720001	3720097	+	NC_000913.3	2942729	2942902	+	166	831	440975	4610616	2.088584489203138	1.8768965242855337e-08
NC_000913.3	447411	447600	-	NC_000913.3	2942729	2942902	+	182	930	440959	4610517	2.0461612516239347	4.6074432096702014e-09
NC_000913.3	1622846	1622915	-	NC_000913.3	3888433	3888896	+	388	32623	15556	5004021	3.825859513651706	5.3857318169670365e-95
NC_000913.3	1934803	1934995	-	NC_000913.3	2167137	2167201	+	191	159	459818	4592420	11.997530825089095	1.8038425598490587e-95
NC_000913.3	2043701	2043793	+	NC_000913.3	2167160	2167201	+	119	355	459890	4592224	3.3472465767227253	9.533858730748025e-18
NC_000913.3	2710003	2710205	-	NC_000913.3	1958440	1958477	-	130	2438	7166	5042854	37.52400990274693	9.907516996524306e-143
NC_000913.3	2942695	2942859	+	NC_000913.3	4245604	4245792	-	313	223306	452	4828517	14.973360307840608	5.650319472418754e-203
NC_000913.3	3470801	3470898	-	NC_000913.3	2167149	2167200	+	116	410	456249	4595813	2.849932383413443	3.9018685329536116e-12
NC_000913.3	3986502	3986593	+	NC_000913.3	1977208	1977269	-	116	4216	16848	5031408	8.216721538353417	4.847726695388569e-56
NC_000913.3	4399401	4399900	+	NC_000913.3	2167140	2167200	+	244	698	456121	4595525	3.5220009514767763	8.245703705006744e-45
NC_000913.3	420902	421296	+	NC_000913.3	1622817	1622863	-	128	197	193110	4859153	16.349314703726105	6.038775840860802e-85
NC_000913.3	585201	585393	-	NC_000913.3	2167149	2167201	+	198	1146	459811	4591433	1.7252397954857415	0.0002027444893283211
NC_000913.3	1282101	1282294	+	NC_000913.3	2167140	2167201	+	217	968	459792	4591611	2.2386595572895773	1.0448156163408976e-15
NC_000913.3	2003001	2003200	-	NC_000913.3	2001910	2002131	-	290	6984	53711	4991603	3.858962569031414	1.2712070328204037e-70
NC_000913.3	2019102	2019138	+	NC_000913.3	3350666	3350698	+	115	119	291901	4760453	15.760267258794055	9.009087843763457e-70
NC_000913.3	2999013	2999070	-	NC_000913.3	4218848	4218964	+	121	104	28181	5024182	207.42495011641776	4.100793219441507e-200
NC_000913.3	3888409	3888487	+	NC_000913.3	4114519	4114568	-	115	32934	6225	5013314	2.812152770918495	6.06740420330829e-14
NC_000913.3	3968009	3968081	+	NC_000913.3	507240	507288	+	115	108	826130	4226235	5.447275415357013	2.1529857323341987e-26
NC_000913.3	916305	916596	+	NC_000913.3	2167151	2167200	+	205	152	456160	4596071	13.588759181335266	2.1898788298035706e-109
NC_000913.3	1141001	1141034	+	NC_000913.3	2976101	2976158	-	114	15006	19610	5017858	1.9439302708289454	0.002189559898798447
NC_000913.3	2942695	2942859	+	NC_000913.3	4429801	4430098	+	272	223347	181	4828788	32.4898977526905	2.0159064481571438e-234
NC_000913.3	3340802	3341299	+	NC_000913.3	2167149	2167200	+	180	184	456185	4596039	9.855924917951384	8.929665611500919e-81
NC_000913.3	3346401	3346600	+	NC_000913.3	2942728	2942900	+	250	375	398075	4653888	7.7939885699930915	1.924672528960209e-101
NC_000913.3	3429003	3429086	-	NC_000913.3	507252	507288	+	114	196	826131	4226147	2.9753938441200423	6.286386609430263e-11
NC_000913.3	3452407	3452698	-	NC_000913.3	1140817	1141065	+	253	4741	152895	4894699	1.7083752562398	1.7985159368519771e-07
NC_000913.3	4401723	4402099	+	NC_000913.3	1409152	1409199	+	234	2048	10481	5039825	54.94126322705968	6.485218942402068e-296
NC_000913.3	758558	758598	+	NC_000913.3	2942830	2942902	+	145	473	392065	4659905	3.6435593679468465	4.321528310751109e-26
NC_000913.3	974001	974171	+	NC_000913.3	2167146	2167200	+	156	235	456209	4595988	6.6876228574408065	3.828621413514406e-53
NC_000913.3	2401712	2401898	-	NC_000913.3	3350668	3350698	+	211	389	291805	4760183	8.848380171126182	3.084365277968849e-97
NC_000913.3	2942695	2942861	+	NC_000913.3	4294404	4294491	+	253	223366	137	4828832	39.92316678900415	2.342848546263019e-230
NC_000913.3	3350576	3350658	+	NC_000913.3	3710407	3710500	-	115	74055	3402	4975016	2.270929367486731	2.1569127333429014e-07
NC_000913.3	3350576	3350658	+	NC_000913.3	2175101	2175191	-	115	74055	1151	4977267	6.7152018121642865	1.1649435674301656e-45
NC_000913.3	3943576	3943671	+	NC_000913.3	228670	228769	+	117	120	701	5051650	7026.18937232525	0.0
NC_000913.3	4216703	4217197	+	NC_000913.3	4218595	4218965	+	208	1198	28982	5022200	30.086534627618157	6.1039772605353545e-208
NC_000913.3	8701	8800	+	NC_000913.3	2167155	2167201	+	113	264	459896	4592315	4.274118455173792	2.7733717122065506e-23
NC_000913.3	202116	202197	+	NC_000913.3	2814830	2814879	+	112	721	33568	5018187	23.22224124686479	6.240816484122792e-98
NC_000913.3	795207	795398	+	NC_000913.3	2167135	2167200	+	188	194	456177	4596029	9.763499197013168	3.826052562657218e-84
NC_000913.3	923601	924097	+	NC_000913.3	2167138	2167201	+	314	972	459695	4591607	3.2266979443383845	1.3150205958034925e-51
NC_000913.3	1622851	1622915	-	NC_000913.3	2298620	2299039	-	336	32675	362	5019215	142.57747192127388	0.0
NC_000913.3	1948317	1948791	-	NC_000913.3	507238	507288	+	292	476	825953	4225867	3.138603019580936	7.248551947533898e-40
NC_000913.3	2745969	2745999	-	NC_000913.3	2001911	2001929	-	112	253	43974	5008249	50.41821227095925	9.919102032239686e-129
NC_000913.3	2817431	2817528	-	NC_000913.3	2167154	2167200	+	158	294	456207	4595929	5.414035793424661	7.862668458539987e-45
NC_000913.3	2942695	2942861	+	NC_000913.3	2405301	2405353	-	238	223381	655	4828314	7.85389212987047	2.924555975389575e-105
NC_000913.3	3639937	3640094	+	NC_000913.3	4218880	4218964	+	145	3679	28157	5020607	7.02761661322324	1.2218729154938343e-62
NC_000913.3	4279630	4280000	+	NC_000913.3	2942732	2942902	+	143	285	440998	4611162	5.246442745533397	4.216973793569854e-39
NC_000913.3	778513	778994	+	NC_000913.3	1405657	1405725	-	208	7461	85930	4958989	1.6088465669489413	0.0034229103607511207
NC_000913.3	1129614	1129783	-	NC_000913.3	3845731	3845827	-	139	4879	36388	5011182	3.9234305749314795	8.093375051896671e-32
NC_000913.3	1232701	1233053	-	NC_000913.3	2167148	2167201	+	187	420	459822	4592159	4.446512185564145	4.577282494760188e-44
NC_000913.3	1799720	1799859	-	NC_000913.3	4242530	4242549	-	121	1436	12401	5038630	34.23628957499384	2.8258597106969736e-127
NC_000913.3	2003519	2003677	-	NC_000913.3	227019	227430	+	158	47111	1201	5004118	13.97395366031127	2.316997411929074e-108
NC_000913.3	2015201	2015300	+	NC_000913.3	1405657	1405709	-	113	912	86025	4965538	7.151962582276674	5.489664382035637e-47
NC_000913.3	2302628	2302884	-	NC_000913.3	4106354	4106387	+	147	981	56604	4994856	13.222822778433656	8.896657441818879e-97
NC_000913.3	2352561	2352799	+	NC_000913.3	2942725	2942900	+	254	1619	398071	4652644	1.833690992104048	8.050776399213287e-10
NC_000913.3	2942695	2942795	+	NC_000913.3	1999302	1999499	-	218	142076	182	4910112	41.39575259054974	1.8828237677721862e-215
NC_000913.3	3679505	3679697	+	NC_000913.3	765083	765149	+	152	166	55683	4996587	82.16489945558864	1.6165804318912452e-197
NC_000913.3	4032407	4032700	+	NC_000913.3	507238	507288	+	270	160	825975	4226183	8.63426110051757	2.615900537186582e-96
NC_000913.3	99001	99493	+	NC_000913.3	2167140	2167201	+	294	264	459715	4592315	11.124651093117969	3.0868542429638606e-144
NC_000913.3	778822	778978	+	NC_000913.3	4218825	4218964	+	163	7379	28139	5016907	3.938378800329599	1.5832391112347744e-38
NC_000913.3	887999	888293	-	NC_000913.3	686681	686822	-	156	4524	86995	4960913	1.9663884765474036	6.899775402591827e-07
NC_000913.3	1097828	1097992	+	NC_000913.3	1409153	1409200	+	124	593	10591	5041280	99.53385920751384	7.668495644219415e-184
NC_000913.3	2025256	2025313	-	NC_000913.3	1409201	1409250	+	217	3563	103121	4945687	2.9209452934617848	1.1969017061416757e-32
NC_000913.3	2942695	2942856	+	NC_000913.3	2019611	2019700	+	189	223430	304	4828665	13.436118061820846	2.939629451739432e-114
NC_000913.3	3059722	3059899	+	NC_000913.3	2942720	2942900	+	202	464	398123	4653799	5.088897961875757	8.655117877727039e-57
NC_000913.3	3709003	3709481	-	NC_000913.3	3710116	3710542	-	183	326	5504	5046575	514.6971889936153	0.0
NC_000913.3	3889701	3890097	+	NC_000913.3	1405657	1405723	-	359	11884	85779	4954566	1.7448433576708824	5.172357537318571e-15
NC_000913.3	4247627	4247899	+	NC_000913.3	1141011	1141064	+	222	4193	147594	4900579	1.757951154452064	4.977793928335669e-07
NC_000913.3	431144	431288	-	NC_000913.3	2167152	2167201	+	181	87	459828	4592492	20.778410298143463	2.2649020084573402e-113
NC_000913.3	446901	447098	-	NC_000913.3	2167143	2167201	+	180	427	459829	4592152	4.209829697255904	1.3353808146208483e-39
NC_000913.3	1768709	1769055	-	NC_000913.3	2942718	2942900	+	219	331	398106	4653932	7.734592388615685	9.773388411404572e-88
NC_000913.3	2001102	2001200	-	NC_000913.3	3845731	3845778	-	109	1450	35966	5015063	10.481966052229405	9.075040305217044e-62
NC_000913.3	2214307	2214672	-	NC_000913.3	2167139	2167201	+	166	334	459843	4592245	4.963375029027415	2.1036636212788905e-43
NC_000913.3	2942696	2942800	+	NC_000913.3	3797501	3797682	-	194	142100	297	4909997	22.570045233000897	2.6055787317954806e-156
NC_000913.3	3315302	3315696	-	NC_000913.3	4218875	4218965	+	166	6381	28136	5017905	4.639588069714179	2.957606684967418e-48
NC_000913.3	4586724	4586813	-	NC_000913.3	1770423	1770478	+	116	867	10058	5041547	67.06425133304114	1.0443195733226353e-153
NC_000913.3	111401	111495	+	NC_000913.3	507260	507288	+	108	10	826137	4226333	55.250395999694966	3.4471000946683976e-65
NC_000913.3	274401	274599	-	NC_000913.3	1622817	1622892	-	203	1523	193035	4857827	3.35430167466458	6.08810837921659e-37
NC_000913.3	395231	395452	-	NC_000913.3	4106364	4106388	+	121	157	56630	4995680	67.98823517502707	7.822035042877568e-149
NC_000913.3	507202	507255	+	NC_000913.3	2405010	2405344	-	284	91996	6259	4954049	2.4434572309704192	3.5157592956342424e-31
NC_000913.3	507202	507255	+	NC_000913.3	2303303	2303532	-	179	92101	4279	4956029	2.251024582762242	4.224818507568078e-14
NC_000913.3	507203	507257	+	NC_000913.3	2867213	2867694	-	223	92057	6100	4954208	1.9673990010109559	3.3007333073740204e-12
NC_000913.3	824601	824898	+	NC_000913.3	2167140	2167201	+	264	346	459745	4592233	7.621399522995186	8.466908727035919e-103
NC_000913.3	2053535	2053689	+	NC_000913.3	2942832	2942902	+	215	313	391995	4660065	8.16592843025032	1.4958645472210542e-89
NC_000913.3	2104205	2104293	-	NC_000913.3	1622817	1622868	-	108	216	193130	4859134	12.579956505980428	5.923138713827719e-62
NC_000913.3	3100502	3100752	-	NC_000913.3	4158278	4158373	-	145	6248	1949	5044246	60.06360578227516	5.409740584902329e-188
NC_000913.3	3248129	3248396	+	NC_000913.3	2167140	2167201	+	216	270	459793	4592309	7.9902199468021475	7.147157360085522e-86
